INSERT INTO Ballot VALUES('BL00001', 1001, 'C316', 'EL006', '2023-3-28 12:15:44' , 'B3C068');
INSERT INTO Ballot VALUES('BL00002', 1002, 'C284', 'EL001', '2023-3-23 15:13:49' , 'B1C061');
INSERT INTO Ballot VALUES('BL00003', 1003, 'C011', 'EL005', '2023-3-27 10:11:40' , 'B5C003');
INSERT INTO Ballot VALUES('BL00004', 1004, 'C428', 'EL008', '2023-3-30 16:14:48' , 'B4C089');
INSERT INTO Ballot VALUES('BL00005', 1005, 'C550', 'EL007', '2023-3-29 16:0:54' , 'B5C115');
INSERT INTO Ballot VALUES('BL00006', 1006, 'C441', 'EL001', '2023-3-23 15:13:47' , 'B1C092');
INSERT INTO Ballot VALUES('BL00007', 1007, 'C610', 'EL007', '2023-3-29 11:21:58' , 'B3C128');
INSERT INTO Ballot VALUES('BL00008', 1008, 'C610', 'EL007', '2023-3-29 15:13:13' , 'B2C128');
INSERT INTO Ballot VALUES('BL00009', 1009, 'C027', 'EL006', '2023-3-28 10:52:43' , 'B3C006');
INSERT INTO Ballot VALUES('BL00010', 1010, 'C208', 'EL003', '2023-3-25 12:3:33' , 'B2C046');
INSERT INTO Ballot VALUES('BL00011', 1011, 'C558', 'EL002', '2023-3-24 13:6:13' , 'B5C116');
INSERT INTO Ballot VALUES('BL00012', 1012, 'C247', 'EL003', '2023-3-25 16:59:54' , 'B4C054');
INSERT INTO Ballot VALUES('BL00013', 1013, 'C607', 'EL002', '2023-3-24 15:6:34' , 'B3C127');
INSERT INTO Ballot VALUES('BL00014', 1014, 'C368', 'EL008', '2023-3-30 12:22:1' , 'B2C078');
INSERT INTO Ballot VALUES('BL00015', 1015, 'C195', 'EL001', '2023-3-23 11:59:24' , 'B1C043');
INSERT INTO Ballot VALUES('BL00016', 1016, 'C317', 'EL006', '2023-3-28 13:17:52' , 'B2C068');
INSERT INTO Ballot VALUES('BL00017', 1017, 'C210', 'EL003', '2023-3-25 13:15:31' , 'B4C046');
INSERT INTO Ballot VALUES('BL00018', 1018, 'C353', 'EL007', '2023-3-29 15:48:2' , 'B3C075');
INSERT INTO Ballot VALUES('BL00019', 1019, 'C219', 'EL005', '2023-3-27 13:58:44' , 'B5C048');
INSERT INTO Ballot VALUES('BL00020', 1020, 'C219', 'EL005', '2023-3-27 10:22:36' , 'B5C048');
INSERT INTO Ballot VALUES('BL00021', 1021, 'C584', 'EL003', '2023-3-25 16:19:20' , 'B2C122');
INSERT INTO Ballot VALUES('BL00022', 1022, 'C247', 'EL003', '2023-3-25 11:18:3' , 'B4C054');
INSERT INTO Ballot VALUES('BL00023', 1023, 'C233', 'EL004', '2023-3-26 13:34:32' , 'B5C051');
INSERT INTO Ballot VALUES('BL00024', 1024, 'C021', 'EL006', '2023-3-28 15:56:10' , 'B2C006');
INSERT INTO Ballot VALUES('BL00025', 1025, 'C217', 'EL005', '2023-3-27 15:3:26' , 'B4C048');
INSERT INTO Ballot VALUES('BL00026', 1026, 'C307', 'EL001', '2023-3-23 13:8:41' , 'B5C066');
INSERT INTO Ballot VALUES('BL00027', 1027, 'C247', 'EL003', '2023-3-25 15:51:48' , 'B3C054');
INSERT INTO Ballot VALUES('BL00028', 1028, 'C403', 'EL006', '2023-3-28 16:42:39' , 'B5C085');
INSERT INTO Ballot VALUES('BL00029', 1029, 'C557', 'EL002', '2023-3-24 11:13:22' , 'B2C116');
INSERT INTO Ballot VALUES('BL00030', 1030, 'C194', 'EL001', '2023-3-23 13:31:7' , 'B4C043');
INSERT INTO Ballot VALUES('BL00031', 1031, 'C111', 'EL001', '2023-3-23 13:50:38' , 'B1C024');
INSERT INTO Ballot VALUES('BL00032', 1032, 'C360', 'EL003', '2023-3-25 11:39:3' , 'B3C077');
INSERT INTO Ballot VALUES('BL00033', 1033, 'C569', 'EL006', '2023-3-28 16:6:3' , 'B2C119');
INSERT INTO Ballot VALUES('BL00034', 1034, 'C605', 'EL002', '2023-3-24 10:26:43' , 'B3C127');
INSERT INTO Ballot VALUES('BL00035', 1035, 'C108', 'EL001', '2023-3-23 16:47:20' , 'B4C024');
INSERT INTO Ballot VALUES('BL00036', 1036, 'C546', 'EL003', '2023-3-25 16:46:49' , 'B1C114');
INSERT INTO Ballot VALUES('BL00037', 1037, 'C310', 'EL004', '2023-3-26 13:43:42' , 'B5C067');
INSERT INTO Ballot VALUES('BL00038', 1038, 'C044', 'EL003', '2023-3-25 15:14:55' , 'B1C010');
INSERT INTO Ballot VALUES('BL00039', 1039, 'C538', 'EL001', '2023-3-23 15:30:59' , 'B2C113');
INSERT INTO Ballot VALUES('BL00040', 1040, 'C323', 'EL008', '2023-3-30 12:53:30' , 'B4C069');
INSERT INTO Ballot VALUES('BL00041', 1041, 'C127', 'EL002', '2023-3-24 10:54:23' , 'B4C027');
INSERT INTO Ballot VALUES('BL00042', 1042, 'C294', 'EL006', '2023-3-28 15:41:2' , 'B5C063');
INSERT INTO Ballot VALUES('BL00043', 1043, 'C565', 'EL008', '2023-3-30 16:55:54' , 'B1C118');
INSERT INTO Ballot VALUES('BL00044', 1044, 'C197', 'EL001', '2023-3-23 13:10:27' , 'B2C043');
INSERT INTO Ballot VALUES('BL00045', 1045, 'C557', 'EL002', '2023-3-24 16:10:31' , 'B4C116');
INSERT INTO Ballot VALUES('BL00046', 1046, 'C224', 'EL001', '2023-3-23 14:50:23' , 'B5C049');
INSERT INTO Ballot VALUES('BL00047', 1047, 'C602', 'EL002', '2023-3-24 10:43:18' , 'B4C127');
INSERT INTO Ballot VALUES('BL00048', 1048, 'C062', 'EL002', '2023-3-24 12:11:3' , 'B4C014');
INSERT INTO Ballot VALUES('BL00049', 1049, 'C445', 'EL001', '2023-3-23 16:21:38' , 'B3C092');
INSERT INTO Ballot VALUES('BL00050', 1050, 'C541', 'EL003', '2023-3-25 14:33:36' , 'B2C114');
INSERT INTO Ballot VALUES('BL00051', 1051, 'C596', 'EL002', '2023-3-24 11:52:7' , 'B1C125');
INSERT INTO Ballot VALUES('BL00052', 1052, 'C018', 'EL004', '2023-3-26 10:39:45' , 'B4C004');
INSERT INTO Ballot VALUES('BL00053', 1053, 'C329', 'EL007', '2023-3-29 10:22:59' , 'B1C070');
INSERT INTO Ballot VALUES('BL00054', 1054, 'C037', 'EL007', '2023-3-29 16:58:36' , 'B2C009');
INSERT INTO Ballot VALUES('BL00055', 1055, 'C510', 'EL001', '2023-3-23 16:48:34' , 'B2C106');
INSERT INTO Ballot VALUES('BL00056', 1056, 'C316', 'EL006', '2023-3-28 16:45:9' , 'B1C068');
INSERT INTO Ballot VALUES('BL00057', 1057, 'C180', 'EL006', '2023-3-28 16:31:47' , 'B3C039');
INSERT INTO Ballot VALUES('BL00058', 1058, 'C275', 'EL004', '2023-3-26 13:4:40' , 'B5C060');
INSERT INTO Ballot VALUES('BL00059', 1059, 'C405', 'EL006', '2023-3-28 14:41:44' , 'B4C085');
INSERT INTO Ballot VALUES('BL00060', 1060, 'C257', 'EL002', '2023-3-24 13:46:53' , 'B3C056');
INSERT INTO Ballot VALUES('BL00061', 1061, 'C181', 'EL007', '2023-3-29 12:49:10' , 'B1C040');
INSERT INTO Ballot VALUES('BL00062', 1062, 'C301', 'EL008', '2023-3-30 10:40:34' , 'B2C065');
INSERT INTO Ballot VALUES('BL00063', 1063, 'C543', 'EL003', '2023-3-25 15:30:39' , 'B3C114');
INSERT INTO Ballot VALUES('BL00064', 1064, 'C403', 'EL006', '2023-3-28 10:55:59' , 'B5C085');
INSERT INTO Ballot VALUES('BL00065', 1065, 'C002', 'EL002', '2023-3-24 10:22:59' , 'B3C001');
INSERT INTO Ballot VALUES('BL00066', 1066, 'C567', 'EL008', '2023-3-30 12:7:47' , 'B1C118');
INSERT INTO Ballot VALUES('BL00067', 1067, 'C614', 'EL007', '2023-3-29 12:28:50' , 'B5C128');
INSERT INTO Ballot VALUES('BL00068', 1068, 'C109', 'EL001', '2023-3-23 11:48:11' , 'B1C024');
INSERT INTO Ballot VALUES('BL00069', 1069, 'C213', 'EL008', '2023-3-30 11:12:44' , 'B2C047');
INSERT INTO Ballot VALUES('BL00070', 1070, 'C317', 'EL006', '2023-3-28 15:19:41' , 'B3C068');
INSERT INTO Ballot VALUES('BL00071', 1071, 'C549', 'EL007', '2023-3-29 15:56:4' , 'B3C115');
INSERT INTO Ballot VALUES('BL00209', 1209, 'C293', 'EL006', '2023-3-28 10:56:35' , 'B3C063');
INSERT INTO Ballot VALUES('BL00210', 1210, 'C321', 'EL008', '2023-3-30 10:31:32' , 'B2C069');
INSERT INTO Ballot VALUES('BL00211', 1211, 'C343', 'EL001', '2023-3-23 10:42:10' , 'B3C073');
INSERT INTO Ballot VALUES('BL00212', 1212, 'C007', 'EL007', '2023-3-29 14:28:1' , 'B4C002');
INSERT INTO Ballot VALUES('BL00213', 1213, 'C007', 'EL007', '2023-3-29 15:11:20' , 'B2C002');
INSERT INTO Ballot VALUES('BL00214', 1214, 'C094', 'EL002', '2023-3-24 15:38:25' , 'B3C021');
INSERT INTO Ballot VALUES('BL00215', 1215, 'C402', 'EL006', '2023-3-28 13:46:15' , 'B2C085');
INSERT INTO Ballot VALUES('BL00216', 1216, 'C558', 'EL002', '2023-3-24 16:25:54' , 'B1C116');
INSERT INTO Ballot VALUES('BL00217', 1217, 'C021', 'EL006', '2023-3-28 15:49:6' , 'B1C006');
INSERT INTO Ballot VALUES('BL00218', 1218, 'C066', 'EL004', '2023-3-26 16:21:42' , 'B5C015');
INSERT INTO Ballot VALUES('BL00219', 1219, 'C158', 'EL002', '2023-3-24 10:39:11' , 'B1C034');
INSERT INTO Ballot VALUES('BL00220', 1220, 'C310', 'EL004', '2023-3-26 10:4:13' , 'B4C067');
INSERT INTO Ballot VALUES('BL00221', 1221, 'C177', 'EL006', '2023-3-28 15:34:26' , 'B1C039');
INSERT INTO Ballot VALUES('BL00222', 1222, 'C024', 'EL006', '2023-3-28 10:12:41' , 'B3C006');
INSERT INTO Ballot VALUES('BL00223', 1223, 'C456', 'EL008', '2023-3-30 10:29:46' , 'B1C094');
INSERT INTO Ballot VALUES('BL00224', 1224, 'C028', 'EL002', '2023-3-24 12:8:40' , 'B5C007');
INSERT INTO Ballot VALUES('BL00225', 1225, 'C021', 'EL006', '2023-3-28 13:23:17' , 'B5C006');
INSERT INTO Ballot VALUES('BL00226', 1226, 'C543', 'EL003', '2023-3-25 16:17:8' , 'B1C114');
INSERT INTO Ballot VALUES('BL00227', 1227, 'C609', 'EL007', '2023-3-29 12:22:1' , 'B5C128');
INSERT INTO Ballot VALUES('BL00228', 1228, 'C233', 'EL004', '2023-3-26 14:27:55' , 'B3C051');
INSERT INTO Ballot VALUES('BL00229', 1229, 'C560', 'EL002', '2023-3-24 13:15:51' , 'B2C116');
INSERT INTO Ballot VALUES('BL00230', 1230, 'C470', 'EL004', '2023-3-26 14:30:9' , 'B4C097');
INSERT INTO Ballot VALUES('BL00231', 1231, 'C311', 'EL004', '2023-3-26 14:36:40' , 'B5C067');
INSERT INTO Ballot VALUES('BL00232', 1232, 'C263', 'EL001', '2023-3-23 10:30:11' , 'B5C057');
INSERT INTO Ballot VALUES('BL00233', 1233, 'C279', 'EL004', '2023-3-26 16:56:58' , 'B3C060');
INSERT INTO Ballot VALUES('BL00234', 1234, 'C295', 'EL002', '2023-3-24 10:26:31' , 'B3C064');
INSERT INTO Ballot VALUES('BL00235', 1235, 'C552', 'EL007', '2023-3-29 16:4:48' , 'B2C115');
INSERT INTO Ballot VALUES('BL00236', 1236, 'C380', 'EL005', '2023-3-27 10:51:21' , 'B3C080');
INSERT INTO Ballot VALUES('BL00237', 1237, 'C542', 'EL003', '2023-3-25 15:43:22' , 'B1C114');
INSERT INTO Ballot VALUES('BL00238', 1238, 'C221', 'EL001', '2023-3-23 10:57:22' , 'B3C049');
INSERT INTO Ballot VALUES('BL00239', 1239, 'C303', 'EL008', '2023-3-30 16:38:55' , 'B4C065');
INSERT INTO Ballot VALUES('BL00240', 1240, 'C495', 'EL005', '2023-3-27 10:19:13' , 'B5C102');
INSERT INTO Ballot VALUES('BL00241', 1241, 'C161', 'EL003', '2023-3-25 13:58:2' , 'B2C035');
INSERT INTO Ballot VALUES('BL00242', 1242, 'C315', 'EL006', '2023-3-28 13:13:51' , 'B3C068');
INSERT INTO Ballot VALUES('BL00243', 1243, 'C549', 'EL007', '2023-3-29 11:51:30' , 'B5C115');
INSERT INTO Ballot VALUES('BL00244', 1244, 'C300', 'EL008', '2023-3-30 15:32:35' , 'B3C065');
INSERT INTO Ballot VALUES('BL00245', 1245, 'C351', 'EL007', '2023-3-29 10:19:21' , 'B4C075');
INSERT INTO Ballot VALUES('BL00246', 1246, 'C483', 'EL002', '2023-3-24 16:38:25' , 'B1C099');
INSERT INTO Ballot VALUES('BL00247', 1247, 'C173', 'EL005', '2023-3-27 10:2:42' , 'B3C038');
INSERT INTO Ballot VALUES('BL00248', 1248, 'C049', 'EL007', '2023-3-29 13:15:41' , 'B2C011');
INSERT INTO Ballot VALUES('BL00249', 1249, 'C549', 'EL007', '2023-3-29 15:23:1' , 'B2C115');
INSERT INTO Ballot VALUES('BL00250', 1250, 'C255', 'EL002', '2023-3-24 16:17:53' , 'B1C056');
INSERT INTO Ballot VALUES('BL00251', 1251, 'C498', 'EL003', '2023-3-25 10:11:1' , 'B1C104');
INSERT INTO Ballot VALUES('BL00252', 1252, 'C099', 'EL003', '2023-3-25 16:12:41' , 'B2C022');
INSERT INTO Ballot VALUES('BL00253', 1253, 'C170', 'EL002', '2023-3-24 14:45:55' , 'B2C037');
INSERT INTO Ballot VALUES('BL00254', 1254, 'C501', 'EL003', '2023-3-25 15:3:19' , 'B2C104');
INSERT INTO Ballot VALUES('BL00255', 1255, 'C551', 'EL007', '2023-3-29 14:48:40' , 'B3C115');
INSERT INTO Ballot VALUES('BL00256', 1256, 'C318', 'EL006', '2023-3-28 15:19:5' , 'B1C068');
INSERT INTO Ballot VALUES('BL00257', 1257, 'C305', 'EL001', '2023-3-23 11:56:27' , 'B5C066');
INSERT INTO Ballot VALUES('BL00258', 1258, 'C385', 'EL003', '2023-3-25 13:41:20' , 'B4C081');
INSERT INTO Ballot VALUES('BL00259', 1259, 'C571', 'EL006', '2023-3-28 16:50:6' , 'B2C119');
INSERT INTO Ballot VALUES('BL00260', 1260, 'C422', 'EL002', '2023-3-24 11:34:25' , 'B5C088');
INSERT INTO Ballot VALUES('BL00261', 1261, 'C220', 'EL001', '2023-3-23 14:58:58' , 'B4C049');
INSERT INTO Ballot VALUES('BL00262', 1262, 'C023', 'EL006', '2023-3-28 13:42:55' , 'B4C006');
INSERT INTO Ballot VALUES('BL00263', 1263, 'C537', 'EL001', '2023-3-23 12:37:28' , 'B3C113');
INSERT INTO Ballot VALUES('BL00264', 1264, 'C142', 'EL006', '2023-3-28 16:4:33' , 'B1C031');
INSERT INTO Ballot VALUES('BL00265', 1265, 'C095', 'EL002', '2023-3-24 12:22:13' , 'B5C021');
INSERT INTO Ballot VALUES('BL00266', 1266, 'C107', 'EL006', '2023-3-28 13:26:0' , 'B1C023');
INSERT INTO Ballot VALUES('BL00267', 1267, 'C023', 'EL006', '2023-3-28 10:36:35' , 'B5C006');
INSERT INTO Ballot VALUES('BL00268', 1268, 'C592', 'EL004', '2023-3-26 10:10:24' , 'B4C124');
INSERT INTO Ballot VALUES('BL00269', 1269, 'C188', 'EL004', '2023-3-26 15:55:41' , 'B3C041');
INSERT INTO Ballot VALUES('BL00270', 1270, 'C164', 'EL007', '2023-3-29 11:57:33' , 'B1C036');
INSERT INTO Ballot VALUES('BL00271', 1271, 'C607', 'EL002', '2023-3-24 14:28:49' , 'B4C127');
INSERT INTO Ballot VALUES('BL00272', 1272, 'C533', 'EL001', '2023-3-23 14:56:53' , 'B5C113');
INSERT INTO Ballot VALUES('BL00273', 1273, 'C388', 'EL007', '2023-3-29 11:32:33' , 'B1C082');
INSERT INTO Ballot VALUES('BL00307', 1307, 'C611', 'EL007', '2023-3-29 13:1:9' , 'B4C128');
INSERT INTO Ballot VALUES('BL00308', 1308, 'C073', 'EL003', '2023-3-25 12:25:51' , 'B2C016');
INSERT INTO Ballot VALUES('BL00309', 1309, 'C385', 'EL003', '2023-3-25 12:46:53' , 'B5C081');
INSERT INTO Ballot VALUES('BL00310', 1310, 'C227', 'EL002', '2023-3-24 10:11:32' , 'B5C050');
INSERT INTO Ballot VALUES('BL00311', 1311, 'C193', 'EL001', '2023-3-23 16:36:48' , 'B4C043');
INSERT INTO Ballot VALUES('BL00312', 1312, 'C400', 'EL006', '2023-3-28 14:48:32' , 'B1C085');
INSERT INTO Ballot VALUES('BL00313', 1313, 'C016', 'EL004', '2023-3-26 12:14:26' , 'B4C004');
INSERT INTO Ballot VALUES('BL00314', 1314, 'C124', 'EL002', '2023-3-24 13:5:39' , 'B1C027');
INSERT INTO Ballot VALUES('BL00315', 1315, 'C318', 'EL006', '2023-3-28 13:44:5' , 'B2C068');
INSERT INTO Ballot VALUES('BL00316', 1316, 'C128', 'EL004', '2023-3-26 16:44:3' , 'B1C028');
INSERT INTO Ballot VALUES('BL00317', 1317, 'C337', 'EL005', '2023-3-27 15:38:35' , 'B3C072');
INSERT INTO Ballot VALUES('BL00318', 1318, 'C219', 'EL005', '2023-3-27 10:48:39' , 'B3C048');
INSERT INTO Ballot VALUES('BL00319', 1319, 'C155', 'EL006', '2023-3-28 12:7:28' , 'B4C033');
INSERT INTO Ballot VALUES('BL00320', 1320, 'C317', 'EL006', '2023-3-28 11:40:1' , 'B4C068');
INSERT INTO Ballot VALUES('BL00321', 1321, 'C296', 'EL002', '2023-3-24 15:30:7' , 'B4C064');
INSERT INTO Ballot VALUES('BL00322', 1322, 'C280', 'EL001', '2023-3-23 12:16:7' , 'B4C061');
INSERT INTO Ballot VALUES('BL00323', 1323, 'C219', 'EL005', '2023-3-27 15:18:8' , 'B3C048');
INSERT INTO Ballot VALUES('BL00324', 1324, 'C557', 'EL002', '2023-3-24 14:26:17' , 'B1C116');
INSERT INTO Ballot VALUES('BL00325', 1325, 'C408', 'EL005', '2023-3-27 16:13:59' , 'B3C086');
INSERT INTO Ballot VALUES('BL00326', 1326, 'C505', 'EL001', '2023-3-23 14:58:42' , 'B1C106');
INSERT INTO Ballot VALUES('BL00327', 1327, 'C541', 'EL003', '2023-3-25 11:13:33' , 'B2C114');
INSERT INTO Ballot VALUES('BL00328', 1328, 'C330', 'EL002', '2023-3-24 14:11:25' , 'B4C071');
INSERT INTO Ballot VALUES('BL00329', 1329, 'C170', 'EL002', '2023-3-24 10:30:16' , 'B1C037');
INSERT INTO Ballot VALUES('BL00330', 1330, 'C610', 'EL007', '2023-3-29 13:40:48' , 'B5C128');
INSERT INTO Ballot VALUES('BL00331', 1331, 'C305', 'EL001', '2023-3-23 13:16:43' , 'B1C066');
INSERT INTO Ballot VALUES('BL00332', 1332, 'C313', 'EL004', '2023-3-26 11:20:41' , 'B5C067');
INSERT INTO Ballot VALUES('BL00333', 1333, 'C054', 'EL003', '2023-3-25 11:38:26' , 'B1C012');
INSERT INTO Ballot VALUES('BL00334', 1334, 'C006', 'EL007', '2023-3-29 10:32:21' , 'B4C002');
INSERT INTO Ballot VALUES('BL00335', 1335, 'C170', 'EL002', '2023-3-24 10:29:16' , 'B5C037');
INSERT INTO Ballot VALUES('BL00336', 1336, 'C562', 'EL002', '2023-3-24 12:41:16' , 'B1C116');
INSERT INTO Ballot VALUES('BL00337', 1337, 'C557', 'EL002', '2023-3-24 10:10:54' , 'B2C116');
INSERT INTO Ballot VALUES('BL00338', 1338, 'C318', 'EL006', '2023-3-28 11:52:24' , 'B5C068');
INSERT INTO Ballot VALUES('BL00339', 1339, 'C225', 'EL002', '2023-3-24 12:10:18' , 'B4C050');
INSERT INTO Ballot VALUES('BL00340', 1340, 'C173', 'EL005', '2023-3-27 10:42:33' , 'B3C038');
INSERT INTO Ballot VALUES('BL00341', 1341, 'C180', 'EL006', '2023-3-28 10:28:46' , 'B2C039');
INSERT INTO Ballot VALUES('BL00342', 1342, 'C281', 'EL001', '2023-3-23 14:41:42' , 'B3C061');
INSERT INTO Ballot VALUES('BL00410', 1410, 'C383', 'EL003', '2023-3-25 15:46:47' , 'B1C081');
