INSERT INTO Ballot VALUES('BL00001', 1001, 'C316', 'EL068', '2023-3-28 16:0:43' , 'B3C068');
INSERT INTO Ballot VALUES('BL00002', 1002, 'C284', 'EL061', '2023-3-23 16:51:24' , 'B1C061');
INSERT INTO Ballot VALUES('BL00003', 1003, 'C011', 'EL003', '2023-3-27 16:6:8' , 'B5C003');
INSERT INTO Ballot VALUES('BL00004', 1004, 'C428', 'EL089', '2023-3-30 10:45:48' , 'B4C089');
INSERT INTO Ballot VALUES('BL00005', 1005, 'C550', 'EL115', '2023-3-29 13:23:42' , 'B5C115');
INSERT INTO Ballot VALUES('BL00006', 1006, 'C441', 'EL092', '2023-3-23 10:52:8' , 'B1C092');
INSERT INTO Ballot VALUES('BL00007', 1007, 'C610', 'EL128', '2023-3-29 16:30:55' , 'B3C128');
INSERT INTO Ballot VALUES('BL00008', 1008, 'C610', 'EL128', '2023-3-29 10:30:32' , 'B2C128');
INSERT INTO Ballot VALUES('BL00009', 1009, 'C027', 'EL006', '2023-3-28 12:11:31' , 'B3C006');
INSERT INTO Ballot VALUES('BL00010', 1010, 'C208', 'EL046', '2023-3-25 16:34:49' , 'B2C046');
INSERT INTO Ballot VALUES('BL00011', 1011, 'C558', 'EL116', '2023-3-24 16:50:56' , 'B5C116');
INSERT INTO Ballot VALUES('BL00012', 1012, 'C247', 'EL054', '2023-3-25 16:49:56' , 'B4C054');
INSERT INTO Ballot VALUES('BL00013', 1013, 'C607', 'EL127', '2023-3-24 11:8:21' , 'B3C127');
INSERT INTO Ballot VALUES('BL00014', 1014, 'C368', 'EL078', '2023-3-30 14:20:41' , 'B2C078');
INSERT INTO Ballot VALUES('BL00015', 1015, 'C195', 'EL043', '2023-3-23 11:16:58' , 'B1C043');
INSERT INTO Ballot VALUES('BL00016', 1016, 'C317', 'EL068', '2023-3-28 13:25:8' , 'B2C068');
INSERT INTO Ballot VALUES('BL00017', 1017, 'C210', 'EL046', '2023-3-25 11:57:55' , 'B4C046');
INSERT INTO Ballot VALUES('BL00018', 1018, 'C353', 'EL075', '2023-3-29 16:49:40' , 'B3C075');
INSERT INTO Ballot VALUES('BL00019', 1019, 'C219', 'EL048', '2023-3-27 12:20:56' , 'B5C048');
INSERT INTO Ballot VALUES('BL00020', 1020, 'C219', 'EL048', '2023-3-27 13:50:2' , 'B5C048');
INSERT INTO Ballot VALUES('BL00021', 1021, 'C584', 'EL122', '2023-3-25 10:5:52' , 'B2C122');
INSERT INTO Ballot VALUES('BL00022', 1022, 'C247', 'EL054', '2023-3-25 10:10:10' , 'B4C054');
INSERT INTO Ballot VALUES('BL00023', 1023, 'C233', 'EL051', '2023-3-26 10:34:27' , 'B5C051');
INSERT INTO Ballot VALUES('BL00024', 1024, 'C021', 'EL006', '2023-3-28 12:5:27' , 'B2C006');
INSERT INTO Ballot VALUES('BL00025', 1025, 'C217', 'EL048', '2023-3-27 12:48:12' , 'B4C048');
INSERT INTO Ballot VALUES('BL00026', 1026, 'C307', 'EL066', '2023-3-23 13:24:0' , 'B5C066');
INSERT INTO Ballot VALUES('BL00027', 1027, 'C247', 'EL054', '2023-3-25 11:10:38' , 'B3C054');
INSERT INTO Ballot VALUES('BL00028', 1028, 'C403', 'EL085', '2023-3-28 10:15:18' , 'B5C085');
INSERT INTO Ballot VALUES('BL00029', 1029, 'C557', 'EL116', '2023-3-24 10:24:57' , 'B2C116');
INSERT INTO Ballot VALUES('BL00030', 1030, 'C194', 'EL043', '2023-3-23 12:21:54' , 'B4C043');
